#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
EQ_2017-02-05_2000.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1081.988364,550.124716,-88.381969
EQ_2017-02-05_2007.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1069.530855,554.651859,-80.413799
EQ_2017-02-05_2015.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1056.926250,559.200499,-71.550093
EQ_2017-02-05_2022.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1044.521796,563.658585,-62.216927
EQ_2017-02-05_2029.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1031.937255,568.148480,-52.089414
EQ_2017-02-05_2037.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1019.665526,572.513842,-42.023220
EQ_2017-02-05_2044.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,1007.173734,576.923560,-31.567600
EQ_2017-02-05_2051.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,994.465750,581.374903,-20.838674
EQ_2017-02-05_2059.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,982.183902,585.669155,-10.692781
EQ_2017-02-05_2066.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,969.663571,590.012088,-0.259724
EQ_2017-02-05_2074.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,957.366133,594.262691,9.858110
EQ_2017-02-05_2081.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,944.729425,598.591188,20.393108
EQ_2017-02-05_2088.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,932.262263,602.844014,30.682974
EQ_2017-02-05_2096.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,919.647365,607.116043,41.160601
EQ_2017-02-05_2103.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,907.380546,611.261473,51.398211
EQ_2017-02-05_2110.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,894.755685,615.487553,62.851022
EQ_2017-02-05_2118.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,882.273469,619.647946,75.308295
EQ_2017-02-05_2125.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,869.924737,623.746445,88.923382
EQ_2017-02-05_2132.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,857.277505,627.906113,104.391404
EQ_2017-02-05_2140.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,844.841784,631.982127,120.711451
EQ_2017-02-05_2147.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,832.443384,636.024451,137.998883
EQ_2017-02-05_2154.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,819.929241,640.075621,156.392816
EQ_2017-02-05_2162.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,807.374630,644.114351,175.612984
EQ_2017-02-05_2169.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,795.009903,648.078168,195.053318
EQ_2017-02-05_2176.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,782.458028,652.069587,215.396474
EQ_2017-02-05_2184.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,769.993695,656.014372,235.978624
EQ_2017-02-05_2191.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,757.510189,659.941380,256.955337
