#TradeId,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,Base NPV,Delta,Gamma
EQ_2016-05-05_2000.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,897.851241,327.388740,-15.566266
EQ_2016-05-05_2007.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,884.874464,329.336445,-14.303471
EQ_2016-05-05_2015.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,871.760593,331.283132,-12.952974
EQ_2016-05-05_2022.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,859.017875,333.174971,-11.615820
EQ_2016-05-05_2029.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,846.210036,335.059000,-10.196531
EQ_2016-05-05_2037.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,833.457935,336.922770,-8.714576
EQ_2016-05-05_2044.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,820.512182,338.791548,-7.099181
EQ_2016-05-05_2051.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,807.571412,340.645020,-5.385214
EQ_2016-05-05_2059.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,794.974311,342.450787,-3.658164
EQ_2016-05-05_2066.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,782.129177,344.266632,-1.739340
EQ_2016-05-05_2074.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,769.076216,346.087691,0.390258
EQ_2016-05-05_2081.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,756.055262,347.891192,2.681943
EQ_2016-05-05_2088.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,743.312550,349.655452,5.065268
EQ_2016-05-05_2096.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,730.656847,351.398764,7.626091
EQ_2016-05-05_2103.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,717.398195,353.181022,10.706156
EQ_2016-05-05_2110.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,704.464482,354.921108,13.961569
EQ_2016-05-05_2118.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,691.919560,356.615535,17.369635
EQ_2016-05-05_2125.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,678.894581,358.336689,21.462265
EQ_2016-05-05_2132.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,665.960288,360.037064,26.017004
EQ_2016-05-05_2140.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,653.313730,361.701959,30.951052
EQ_2016-05-05_2147.0,false,EquityVolatility/TSLA/0/3M/2000,0.000000,,0.000000,EUR,640.314024,363.381624,36.817262
