EM,Mil
0.017956349377643798,0.0006118091119523382
0.008972140972979367,0.00015715200990148927
0.006166828130771674,7.838637099326765e-05
0.004425073853278802,3.930774472877675e-05
0.0021790930688231703,9.693449825872575e-06
